date,row_index,within_date_order,innovation,innovation_variance,standardized_innovation
2022-08-02,31,3,-0.006133105737560901,9.328606324787863e-05,0.6032276447084737
2022-08-03,32,0,0.06671141097755337,0.004709843806175538,0.9720685087698567
2022-08-03,33,1,0.020350026028995633,0.0009411244800065178,-1.1660289170801743
2022-08-03,34,2,0.01065513918323406,0.0001636025720094596,0.4829430438454343
2022-08-03,35,3,0.011706181219703455,9.380229396304096e-05,1.0602683347765454
2022-08-04,36,0,0.12649836592426686,0.005313767159958127,1.7353363147709637
2022-08-04,37,1,0.045323854619205114,0.000999196790947332,-1.0856905118726228
2022-08-04,38,2,0.0195293679677445,0.00016596900798523492,0.573431442502093
2022-08-04,39,3,0.016460535577641735,9.432770841178491e-05,0.9919941666182628
2022-08-05,40,0,-0.1708516575656477,0.006023386408295431,-2.2013993518292834
2022-08-05,41,1,-0.06254706824489077,0.0010630410597807492,0.9956754764445666
2022-08-05,42,2,-0.018820900939565427,0.00016841189795172238,0.26606641392862806
2022-08-05,43,3,-0.009835192876240278,9.48623100357556e-05,0.22515060065072373
2022-08-08,44,0,0.12252025523341961,0.006860922924048258,1.4791650021244194
2022-08-08,45,1,0.04123748373340022,0.0011334120360704898,-0.9916914314299894
2022-08-08,46,2,0.014457793210308253,0.0001709346604218824,0.17052405102749946
2022-08-08,47,3,0.011459817056786874,9.540642250098095e-05,0.5739773175309485
2022-08-09,48,0,0.0422590855895634,0.007853909398760829,0.4768449108391622
2022-08-09,49,1,0.009269786826402324,0.0012111846661816195,-0.9363484825500965
2022-08-09,50,2,0.00730977230316688,0.00017354100233400095,0.6419073556387115
2022-08-09,51,3,0.007183782618211676,9.596046007147248e-05,0.7423710138081955
2022-08-10,52,0,0.025726973523734514,0.009036588081245687,0.27063655496852945
2022-08-10,53,1,-0.0012978234782839437,0.0012973762980039156,-1.4582015854871808
2022-08-10,54,2,0.00286090738420635,0.0001762348806291691,0.521271187751413
2022-08-10,55,3,0.005200988843283325,9.652487797459212e-05,0.8670826168039043
2022-08-11,56,0,-0.14302901248833536,0.010451705984320039,-1.3990413416955276
2022-08-11,57,1,-0.04207122090640412,0.001393173538566023,1.221605392273086
2022-08-11,58,2,-0.011258002447021083,0.0001790205076832319,0.12296605756966487
2022-08-11,59,3,-0.004357560062892639,9.710016115832937e-05,0.24711612089265944
2022-08-12,61,0,-0.002134859639251016,0.001499964815465897,-0.05512248535217673
2022-08-12,62,1,-0.002905042781762686,0.00018190236670264753,-0.31722795320088953
2022-08-12,63,2,-0.0011301324595340556,9.768682066648003e-05,-0.014186944836899609
2022-08-15,65,0,0.014789380464007226,0.001634717110700137,0.3657873458565498
2022-08-15,66,1,0.0026560434779078525,0.0001851098187958259,-0.2080879512906097
2022-08-15,67,2,0.002415617944066556,9.919015317961399e-05,0.060331665064245116
2022-08-16,69,0,-0.004498447029139572,0.0017689251369052894,-0.10695667272468462
2022-08-16,70,1,-0.0020041057095970954,0.0001890423277204966,-0.10319249343462804
2022-08-16,71,2,0.0020084513908962126,0.00010071472124356785,0.4355669576434068
2022-08-17,73,0,-0.013921155307406001,0.001919906141038815,-0.31771321529704066
2022-08-17,74,1,-0.008710544297801152,0.00019255155167364525,-0.66908013381139
2022-08-17,75,2,-0.0021689223487659608,0.00010165918579063865,0.2506932278227223
2022-08-18,77,0,-0.023771379673548355,0.0020903825199067192,-0.5199259643891034
2022-08-18,78,1,-0.008396167255412167,0.0001959987055162709,-0.2999184538409638
2022-08-18,79,2,-0.003453103969223284,0.00010242353592299455,0.13412862542272874
2022-08-19,81,0,0.022937121867211845,0.0022835576530166333,0.4799908202922849
2022-08-19,82,1,0.002951689910334527,0.0001995177683680584,-0.3722935672491152
2022-08-19,83,2,0.0028507074742427016,0.00010314450100668579,0.06887104902396961
2022-08-22,84,0,0.01917499008655507,0.002503253717185617,0.38325048508736415
2022-08-22,85,1,0.007940156800116886,0.0006530131776029184,-0.19456124930130664
2022-08-22,86,2,0.0033073617669220103,0.00020315391123225436,-0.1204180478365371
2022-08-22,87,3,0.005108594949191539,0.00010386325487881656,0.45686355520570476
2022-08-23,88,0,0.0007032458465272076,0.002750115692014705,0.013410090037026815
2022-08-23,89,1,0.00016249309864486278,0.0006825078613385659,-0.023592790009920973
2022-08-23,90,2,0.001663977899026385,0.00020533013808120634,0.2196068651858216
2022-08-23,91,3,0.006252376335247209,0.0001034866309625448,0.8544408518851357
2022-08-24,92,0,0.04926393621694402,0.00303762238632552,0.8938450036312975
2022-08-24,93,1,0.023277403516096425,0.0007170022380764383,0.035926110702755046
2022-08-24,94,2,0.015122156315997521,0.00020909781817628195,0.5615851315838112
2022-08-24,95,3,0.013205242097288895,0.00010407351668779854,0.8442868534665043
2022-08-25,96,0,0.03206441839446848,0.0033683938520899844,0.552474113609117
2022-08-25,97,1,0.009234644784798629,0.0007544580580344092,-0.731693880923723
2022-08-25,98,2,0.008435890805244463,0.00021310762393332062,0.4671688284176751
2022-08-25,99,3,0.010548835638493643,0.00010476590179077952,1.0818866798278934
2022-08-26,100,0,0.005905275150927286,0.0037504794490341737,0.09642657538328292
2022-08-26,101,1,-0.00031812820130566744,0.0007951746424496136,-0.39959245290797035
2022-08-26,102,2,0.0011114854988249975,0.00021729851065149284,0.12387016151761925
2022-08-26,103,3,0.0060340767407448745,0.00010549362672415642,0.8873111313166312
2022-08-29,104,0,0.028623421053961387,0.004193668587598015,0.4420022558417896
2022-08-29,105,1,0.008155418683320842,0.0008395219987757316,-0.5739055893760525
2022-08-29,106,2,0.003344839310171037,0.00022166352272147226,-0.1250969887134979
2022-08-29,107,3,0.008321681257972988,0.0001062410371052373,0.9919055045308568
2022-08-30,108,0,-0.07547982841055853,0.004709910781379131,-1.0998274732061437
2022-08-30,109,1,-0.03245271941152343,0.0008879288969623666,-0.09493006855585535
2022-08-30,110,2,-0.012912187149731927,0.00022620839507987473,0.22882150162090195
2022-08-30,111,3,-0.001168085962720361,0.00010700498983323681,0.9700645714916566
2022-08-31,112,0,0.029006444809503477,0.00531384554921888,0.3979147508831399
2022-08-31,113,1,0.006816683024942739,0.0009408881056967773,-0.6808840550943484
2022-08-31,114,2,0.0036737025606151316,0.00023094237313075642,0.02521314953312095
2022-08-31,115,3,0.00820281102799831,0.00010778527722493864,1.0135827437390268
2022-09-01,116,0,-0.0032111226907307056,0.006023475263550201,-0.041374554813595484
2022-09-01,117,1,-0.00508658025187874,0.0009989662063285588,-0.5157483118925276
2022-09-01,118,2,-0.0007244135651927538,0.00023587608271915614,0.16383677374213526
2022-09-01,119,3,0.004509877118539608,0.00010858238454799162,0.8445692970693649
2022-09-02,120,0,0.06475509385183845,0.006861021228859714,0.7817709990606965
2022-09-02,121,1,0.01535434479011362,0.0010628161963482452,-1.2774500422643689
2022-09-02,122,2,0.008174223952617313,0.00024102109034131097,0.13452270408263728
2022-09-02,123,3,0.006741584494296304,0.00010939697963155905,0.5558502242014016
2022-09-05,124,0,0.022124070250275935,0.00785401607901277,0.24964285219164678
2022-09-05,125,1,-0.004640031860582407,0.001133192797981099,-1.729358954552764
2022-09-05,126,2,-0.0016468947633517111,0.0002463898620908611,-0.0636672040984085
2022-09-05,127,3,0.003503877102200341,0.00011022980019480769,0.88359055357841
2022-09-06,128,0,0.01695285043097912,0.009036702019368407,0.17833547771242172
2022-09-06,129,1,-0.0051490630571979085,0.0012109708974477108,-1.5073203625243974
2022-09-06,130,2,-0.0022022605592392705,0.0002519958184040611,-0.08439070318373003
2022-09-06,131,3,0.0030263635349571,0.00011108162937968003,0.8246957158595248
2022-09-07,132,0,0.06592846863525881,0.01045182603547374,0.6448770210154103
2022-09-07,133,1,0.010301531759413791,0.0012971677725056364,-1.6662452214886498
2022-09-07,134,2,0.005029063033512346,0.0002578534162720127,0.07030026093427522
2022-09-07,135,3,0.00810748580211642,0.0001119532899382882,1.0775160582786822
2022-09-08,137,0,-0.023324506130620204,0.0013929699564207611,-0.6249446895459506
2022-09-08,138,1,-0.005666364637202159,0.0002639782446103887,0.4811374758664723
2022-09-08,139,2,0.0031969878307464804,0.00011284564197908164,1.0558458490229794
2022-09-09,141,0,-0.03183031432471451,0.0015137645072937928,-0.818110126149805
2022-09-09,142,1,-0.014577511614458229,0.00027040645593001304,-0.34588182832058206
2022-09-09,143,2,-0.004158043833443176,0.0001147872375590174,0.4429136120009774
2022-09-13,145,0,0.020376687474167918,0.0016334917633397694,0.5041678060422266
2022-09-13,146,1,0.009641522507739728,0.00027793770684155395,0.28503317931041966
2022-09-13,147,2,0.008194846055870158,0.00011691322796633621,0.5033589787351972
2022-09-14,149,0,-0.0016078739846244819,0.0017677048698516683,-0.0382425751870708
2022-09-14,150,1,0.0004149784238012058,0.00028528747827049966,0.13359201143331573
2022-09-14,151,2,0.004444723314566457,0.00011831609439583963,0.63028901396524
2022-09-15,153,0,0.07588565703402579,0.0019187198165905896,1.7324229095472656
2022-09-15,154,1,0.031062325636395893,0.0002927862687586471,0.5878911688429416
2022-09-15,155,2,0.020581115979372525,0.0001194698361474118,0.7457381637543434
2022-09-16,157,0,0.017716456189678376,0.0020892329104758045,0.3875996939095563
2022-09-16,158,1,0.00983781325478681,0.0003005892372149283,0.5047597327801986
2022-09-16,159,2,0.005838493459123954,0.00012055900593204969,0.19883217057491592
2022-09-19,160,0,0.02914534006378354,0.00228244650855039,0.6100547639130954
2022-09-19,161,1,0.02134960608532753,0.0006231052032963832,0.9197337667293889
2022-09-19,162,2,0.019467656610505653,0.0003087661818519101,1.0534759213654932
2022-09-19,163,3,0.014495721185935236,0.00012164539637025666,0.779793647799665
2022-09-20,164,0,0.0003419237980515355,0.002498653920355006,0.006840317731473786
2022-09-20,165,1,0.005926007086008947,0.0006503995946235869,0.7804037169019225
2022-09-20,166,2,0.010188807223689117,0.0003155783648007244,1.1529548870636572
2022-09-20,167,3,0.007032420946560293,0.00012157183692015612,0.4292431696139626
2022-09-21,168,0,-0.038161402279603365,0.0027495692633319664,-0.7277663863431316
2022-09-21,169,1,-0.012663256403657702,0.0006822690548922024,0.7555687666569562
2022-09-21,170,2,-0.005694836683194704,0.00032450403410478273,0.6144301949950691
2022-09-21,171,3,-0.0035565034291632283,0.00012254109990328317,-0.07945669473541217
2022-09-22,172,0,-0.02899862087296376,0.0030371048499558107,-0.5261958897670908
2022-09-22,173,1,-0.01826401051096252,0.0007168054833873607,-0.6400865659971327
2022-09-22,174,2,-0.014848529735013112,0.0003339832518259183,-0.631875549720765
2022-09-22,175,3,-0.0161696356660442,0.0001236296172821619,-1.3356856230962841
2022-09-23,176,0,-0.016507149970147565,0.003367903774155502,-0.28444104115722996
2022-09-23,177,1,-0.01503335291885182,0.0007542718501857002,-1.0176562697843952
2022-09-23,178,2,-0.014420730186904838,0.0003439972877650233,-0.9919542946984163
2022-09-23,179,3,-0.015247941744616494,0.00012476864736087344,-1.253596739655448
2022-09-26,180,0,-0.022160995877907083,0.0037500159703007553,-0.3618867766940233
2022-09-26,181,1,-0.01322717515819849,0.0007949922426437406,-0.45778800317894064
2022-09-26,182,2,-0.012385070741729044,0.0003545714044357858,-0.7023897964812499
2022-09-26,183,3,-0.012095435399836815,0.00012594188956310657,-0.9668339232175881
2022-09-27,184,0,-0.04904692227616924,0.00419323177794281,-0.7574209722386793
2022-09-27,185,1,-0.02257566649902957,0.0008393415488649391,-0.18375825741570403
2022-09-27,186,2,-0.014021570964959946,0.000365744213634264,-0.03230030509057817
2022-09-27,187,3,-0.0125636645132335,0.00012714614457266438,-0.8334030400185363
2022-09-28,188,0,-0.012166711881406691,0.004709500802196519,-0.17729063114748575
2022-09-28,189,1,-0.012890944137271303,0.000887749652962201,-1.0513863026111863
2022-09-28,190,2,-0.013303246363348026,0.000377560873331809,-1.0422199933760787
2022-09-28,191,3,-0.01486651194676776,0.00012838160265872837,-1.2821492318054093
2022-09-29,192,0,-0.04568388887685654,0.005313462454143342,-0.6267210162201065
2022-09-29,193,1,-0.017076241471405327,0.0009407095448441463,0.2131665451143622
2022-09-29,194,2,-0.012083647414511463,0.00039007166314241395,-0.1712503486097162
2022-09-29,195,3,-0.009577697919613243,0.00012964934752272,-0.6442133459659252
2022-09-30,196,0,0.08821807032070626,0.006023118950005208,1.1367025486718119
2022-09-30,197,1,0.027665544493388056,0.0009987878225670437,-0.9791851571564836
2022-09-30,198,2,0.018350357210782535,0.00040333203211495583,-0.024308421034630535
2022-09-30,199,3,0.012066565657389183,0.00013095073468622425,0.6937885919646417
2022-10-10,200,0,-0.046337366822383375,0.0068606914252404665,-0.5594321325020868
2022-10-10,201,1,-0.007079671375030669,0.0010626374577838034,1.4387333247499055
2022-10-10,202,2,-0.00117360351032067,0.0004174030828844827,0.7814058779729228
2022-10-10,203,3,0.0021435788103045163,0.0001322872428280303,0.2686880105468301
2022-10-11,204,0,0.07214397293661129,0.007853712342341541,0.8140715171986174
2022-10-11,205,1,0.02793384335930339,0.0011330131419107587,0.16258002059797053
2022-10-11,206,2,0.018210411181383633,0.0004323522310020738,0.2834962040385967
2022-10-11,207,3,0.008484727316685741,0.00013366044025396595,0.051985463089082584
2022-10-12,208,0,0.015291365036689285,0.00903642373827825,0.16085996210563766
2022-10-12,209,1,-0.008785827843949302,0.0012107897344205269,-1.9137910372402538
2022-10-12,210,2,0.0026917200719221365,0.0004482539841346432,0.6758158204596993
2022-10-12,211,3,0.005428785876786524,0.0001350719782089379,1.1063800419582817
2022-10-13,212,0,-0.06128165707250689,0.010451572437546474,-0.5994316676683485
2022-10-13,213,1,-0.01105279739543829,0.0012969844929981104,1.3488113512953228
2022-10-13,214,2,-0.008256356330300505,0.00046519084018916676,0.007310755786502982
2022-10-13,215,3,-0.004419888298720077,0.00013652359004176433,-0.3808024174406636
2022-10-14,217,0,-0.03601369643636615,0.00139278393862387,-0.964996691961298
2022-10-14,218,1,-0.02154399041485739,0.0004832543190329087,-0.20948060305906882
2022-10-14,219,2,-0.008062118503916887,0.00013801709146703543,0.19536304163766663
2022-10-17,221,0,0.05738509493869371,0.0015109245943819303,1.476310501991522
2022-10-17,222,1,0.023961690990406178,0.0005028371264327693,-0.9912858471955841
2022-10-17,223,2,0.012609340142641865,0.00014089771694089295,0.15673700640561605
2022-10-18,225,0,-0.008207370655336853,0.0016306704956507352,-0.20324550078083978
2022-10-18,226,1,-0.0009883912696705202,0.0005240171514252972,0.4596786219966656
2022-10-18,227,2,0.0026395607556856937,0.00014420595071930976,0.4816262050451081
2022-10-19,229,0,-0.011695571110267318,0.0017649096473328569,-0.2783942078664131
2022-10-19,230,1,-0.008665360055448924,0.0005463482744389189,-0.3353311958666493
2022-10-19,231,2,0.0005066735173133753,0.0001465776627236856,0.5502430445926189
2022-10-20,233,0,0.025914296738897398,0.0019159516820286123,0.592034685181522
2022-10-20,234,1,0.019417655938444713,0.0005701335506857222,0.8030910366724298
2022-10-20,235,2,0.007740338394815607,0.0001485674389043417,0.014091820210208472
2022-10-21,237,0,-0.010336678887809106,0.0020864943830391,-0.22629367480123835
2022-10-21,238,1,-0.0013325192039533792,0.0005956267148638328,0.526162005337999
2022-10-21,239,2,0.00039840748787222866,0.00015044140695661036,0.17141006839694747
2022-10-24,240,0,-0.06840465075254443,0.0022797413748857145,-1.4326590226935434
2022-10-24,241,1,-0.03370247057954034,0.0006230449519119565,0.05644901820719611
2022-10-24,242,2,-0.01842201695666691,0.00015230627522422828,-0.6513363914957214
2022-10-24,243,3,-0.008354354174944376,9.239388023261375e-05,0.236037566113394
2022-10-25,244,0,-0.013950217663932344,0.002499490712396266,-0.27903277631307283
2022-10-25,245,1,-0.015583382112643705,0.0006510219223600149,-1.1889486748063087
2022-10-25,246,2,-0.008885477178113159,0.00015145907002447374,-0.47238668783521376
2022-10-25,247,3,-0.004625299989690478,9.037404986915272e-05,0.07220108802705145
2022-10-26,248,0,-0.05705551844993449,0.002750339973437061,-1.087938799974596
2022-10-26,249,1,-0.039086885727787124,0.0006827308364893847,-1.6054850072848283
2022-10-26,250,2,-0.01646459620249856,0.00015291086468422578,-0.2823802710331611
2022-10-26,251,3,-0.008648228319563894,9.034738208177442e-05,0.2765999153262551
2022-10-27,252,0,-0.01781182064808294,0.0030378304978186305,-0.32316665613662326
2022-10-27,253,1,-0.02187556612584254,0.000717227161037012,-1.8430025764300497
2022-10-27,254,2,-0.013234651296413675,0.0001548204345575581,-0.8030727951348728
2022-10-27,255,3,-0.006529067378120623,9.070144665256171e-05,0.1256491693040631
2022-10-28,256,0,0.058458176068243224,0.0033685880214296138,1.0072129732126198
2022-10-28,257,1,0.010880740578299679,0.0007546826253082474,-2.144615625647061
2022-10-28,258,2,-0.0014679922576534988,0.00015688433160183408,-0.9153358050463398
2022-10-28,259,3,0.0029393695155640626,9.114892851436139e-05,0.4498883783830189
2022-10-31,260,0,-0.02335894839479315,0.003750659362540813,-0.38141649920857623
2022-10-31,261,1,-0.009632497750746212,0.0007953994976155068,0.10207725200522164
2022-10-31,262,2,0.0022867092251246464,0.00015903408755354794,0.8311761509152303
2022-10-31,263,3,0.0076023645088349545,9.162369422925792e-05,1.2127085845688923
2022-11-01,264,0,-0.11490581935111432,0.004193834353334343,-1.7743381379781398
2022-11-01,265,1,-0.0483495918203492,0.0008397475380555869,0.18693832615375397
2022-11-01,266,2,-0.01698451315495364,0.00016125581621469911,0.10157913377216876
2022-11-01,267,3,-0.006472741567088125,9.211059999263228e-05,0.5933393980482802
2022-11-02,268,0,0.04646865744428355,0.004710062671893307,0.6770905963899317
2022-11-02,269,1,0.00895274974351283,0.000888155490584724,-1.4365159310893767
2022-11-02,270,2,-0.0007206810478491091,0.00016354863247238475,-0.5880892021310377
2022-11-02,271,3,0.0023073544044572014,9.260644391589763e-05,0.35303170401790596
2022-11-03,272,0,0.026760597739629244,0.005313983933486208,0.3671011046438689
2022-11-03,273,1,0.003400476577755371,0.0009411161376843371,-1.0193161872390466
2022-11-03,274,2,0.0052891121602351085,0.00016591479785838222,0.5612760565581663
2022-11-03,275,3,0.00827985579106697,9.31107832839405e-05,1.0653019173795715
2022-11-04,276,0,-0.15069609500901024,0.006023600588935529,-1.9416632690871096
2022-11-04,277,1,-0.06112731353585729,0.000999196078203559,-0.19680482758816983
2022-11-04,278,2,-0.024426664347436143,0.00016835743300627393,-0.484976550519432
2022-11-04,279,3,-0.012091255931818073,9.36238125851832e-05,0.23525128827260025
2022-11-07,280,0,0.11830563666092042,0.0068611340135862385,1.4282606988070374
2022-11-07,281,1,0.031134192079259333,0.0010630483243286699,-1.917873050167316
2022-11-07,282,2,0.00484927331888221,0.00017088000920948971,-0.763948215795363
2022-11-07,283,3,0.002955815199364359,9.414588594886667e-05,-0.03563977603429973
2022-11-08,284,0,-0.06752023048241426,0.007854116905663538,-0.7618776533329448
2022-11-08,285,1,-0.02691464241265616,0.0011334276086770664,-0.2554139467779236
2022-11-08,286,2,-0.010325844432214456,0.00017348624806685006,-0.20492702289905473
2022-11-08,287,3,-0.004409840634782684,9.46774124281545e-05,0.2165772933609381
2022-11-09,288,0,0.051223726079095575,0.00903679152732879,0.5388452199951644
2022-11-09,289,1,-0.0013388409455478353,0.0012112088228909933,-2.641437572138269
2022-11-09,290,2,-0.005155409069143677,0.00017618011259099795,-0.5666730293107897
2022-11-09,291,3,-0.002694963891476429,9.521883310065982e-05,0.17458422994372416
2022-11-10,292,0,-0.08508233120599108,0.010451904912002515,-0.8322267207475258
2022-11-10,293,1,-0.02845462508260035,0.0012974092447183001,0.11687185870054971
2022-11-10,294,2,-0.011208107202643692,0.00017896581875379106,-0.33243790646807514
2022-11-10,295,3,-0.0045797173885769055,9.577061527435868e-05,0.17399039047686954
2022-11-11,297,0,0.004260142523911971,0.0013932154016633599,0.11413398877608756
2022-11-11,298,1,-0.00585885332765201,0.00018184785203552892,-1.0012453144531435
2022-11-11,299,2,-0.0013680101126143408,9.633324985233873e-05,-0.01875921006417373
2022-11-14,301,0,0.011028183115689025,0.0015150544096254287,0.28332823343100577
2022-11-14,302,1,-0.001609335124016422,0.00018503248947845407,-0.6614866113305403
2022-11-14,303,2,-0.0008711921754517467,9.782787759673893e-05,-0.17999344988557575
2022-11-15,305,0,-0.01913049859004036,0.0016347262673311893,-0.47315536462061003
2022-11-15,306,1,-0.006855901567277563,0.00018899122926170072,-0.1859242336406819
2022-11-15,307,2,-0.003419204990904097,9.937348895876603e-05,0.03571214948659607
2022-11-16,309,0,0.009805137323147979,0.0017688990501939948,0.23313214313024724
2022-11-16,310,1,-0.00012001593011950334,0.0001925162443533945,-0.3824318868374285
2022-11-16,311,2,0.0026689695961670847,0.00010031437882050852,0.2969671447769294
2022-11-17,313,0,-0.01842646257259102,0.001919877066926352,-0.4205380134956722
2022-11-17,314,1,-0.010078269138586369,0.000195969082250234,-0.6826514106598284
2022-11-17,315,2,-0.003945026638856798,0.00010106026157491311,0.09864499669063338
2022-11-18,317,0,0.005295607924226238,0.0020903533757361216,0.11582597596361917
2022-11-18,318,1,-0.005816234373280826,0.00019948930577822686,-0.9621387523751814
2022-11-18,319,2,-0.0009207257306900023,0.00010175620456059365,0.11107773297667295
2022-11-21,320,0,-0.015158329055930377,0.0022835292419890497,-0.3172108559168964
2022-11-21,321,1,-0.019840358873447837,0.0005246457749935826,-1.7547592520010482
2022-11-21,322,2,-0.01016039787565445,0.00020312490892977346,-0.26646309260420464
2022-11-21,323,3,-0.002948283669725646,0.00010244702779079964,0.5570681575352288
2022-11-22,324,0,0.04512461447268834,0.0024999338305559666,0.9025042331734676
2022-11-22,325,1,0.016291161247155198,0.0005444347722149413,-0.5015928208313509
2022-11-22,326,2,0.01648766156383437,0.00020514007103009937,0.9513184810089259
2022-11-22,327,3,0.017849738880885254,0.00010189034717275905,1.6190412533199503
2022-11-23,328,0,-0.019121832244969782,0.0027508239046727975,-0.36458442270198166
2022-11-23,329,1,-0.011276227643350636,0.000568049260717904,-0.40923258652336414
2022-11-23,330,2,-0.0023773822613882556,0.00020888236827642574,0.4472164592826141
2022-11-23,331,3,0.004426094753862759,0.00010241991307868797,1.044806763419588
2022-11-24,332,0,0.031136331758146986,0.003038332833325854,0.5648716420478456
2022-11-24,333,1,0.00613269023603356,0.0005934914057923691,-0.9486776385072487
2022-11-24,334,2,0.010573689970665396,0.00021288567415187466,0.8332734394218794
2022-11-24,335,3,0.010704864065447343,0.00010307544643762344,1.08478182623192
2022-11-25,336,0,-0.022334525314359477,0.0033691029209016697,-0.38478628813025806
2022-11-25,337,1,-0.01552129713523752,0.0006208950224025731,-0.8632894637078496
2022-11-25,338,2,-0.0028071461753314472,0.00021707470757846955,0.6032125295820722
2022-11-25,339,3,0.004433640851581128,0.00010377054522919604,1.1839805390443836
2022-11-28,340,0,-0.03602918787261092,0.003751184098367953,-0.588261306995002
2022-11-28,341,1,-0.01957003364088194,0.0006504512449098206,-0.7059395548236094
2022-11-28,342,2,-0.004347634049627312,0.00022143924357736076,0.7096961485590823
2022-11-28,343,3,0.0019834262886874593,0.00010448575492964671,0.9551369399238191
2022-11-29,344,0,-0.014401319278202998,0.004194366833266975,-0.2223663531167071
2022-11-29,345,1,-0.015135028475763819,0.0006823843365063871,-1.2944329670921126
2022-11-29,346,2,-0.005525019037583442,0.0002259842510079196,0.10061280243699287
2022-11-29,347,3,-0.0003644860198572311,0.00010521701251200881,0.60303499543075
2022-11-30,348,0,0.026500280677145806,0.004710600871232634,0.3861111291247677
2022-11-30,349,1,0.0054581586884687935,0.0007169500367847916,-0.6051448088411447
2022-11-30,350,2,0.008837894667903232,0.00023071880973401154,0.7528889731572145
2022-11-30,351,3,0.008515753218410048,0.00010596386804425134,0.8513482283533459
2022-12-01,352,0,-0.03702667541728683,0.005314525779799881,-0.5079049669695473
2022-12-01,353,1,-0.022627665148711288,0.0007544388093244195,-1.2404695105411607
2022-12-01,354,2,-0.008963310667975441,0.00023565351816396278,0.15536782498348006
2022-12-01,355,3,-0.0023107628994630015,0.00010672671693278432,0.5995218441512048
2022-12-02,356,0,0.002463640889666302,0.006024143955567633,0.03174166712389616
2022-12-02,357,1,-0.008228212950468522,0.0007951809461209064,-1.224238755774195
2022-12-02,358,2,-0.0009216448563369728,0.00024079994352706871,0.2712695717942569
2022-12-02,359,3,0.0016341454317807536,0.00010750616749152985,0.5725987332520499
2022-12-05,360,0,0.0469602862640614,0.006861676740456679,0.5669119459761925
2022-12-05,361,1,0.0037151143142567233,0.000839552904704243,-1.6339533000740138
2022-12-05,362,2,0.009454200066852814,0.00024617055524819864,0.8592419698747571
2022-12-05,363,3,0.012227341323988151,0.00010830290084881382,1.5529149259937514
2022-12-06,364,0,-0.01704476373151132,0.007854656828057954,-0.19232129642946977
2022-12-06,365,1,-0.01147730956007511,0.0008879848853184877,-0.7948071752294877
2022-12-06,366,2,0.0024323402458401554,0.0002517787737164181,1.0266288772971668
2022-12-06,367,3,0.009078766505957118,0.00010911764059088588,1.5609585390701899
2022-12-07,368,0,0.025032468925582682,0.009037326507669355,0.26331991072042227
2022-12-07,369,1,-0.0001671452019095382,0.0009409698458304682,-1.06990001029386
2022-12-07,370,2,0.004989820213130963,0.0002576390509947727,0.5974169240349715
2022-12-07,371,3,0.010219046479555755,0.00010995114584030249,1.4613749008230865
